frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
759,360,[1151.3165946298952 635.691183718667 1417.4997173064955 879.0544896082766],[1246.2711181640625 792.6041259765625 1327.084716796875 830.0045166015625],0.552201092,OJ06EPO,0.139692742
760,360,[1150.9667762097963 637.9433761335058 1417.5202108623223 881.1255350346505],[1249.5345458984375 794.4160766601562 1329.3916015625 831.8223266601562],0.554308236,GJ06EPD,0.328347784
762,360,[1152.4876028228289 640.0655949464132 1420.4114436269344 883.9731265831637],[1250.6793212890625 794.9086303710938 1328.403564453125 838.5855102539062],0.59042269,IJ06EPD,0.296518212
763,360,[1153.086675358118 640.2855786091176 1421.604584260887 884.8545264138924],[1244.6993408203125 797.776611328125 1331.250244140625 840.2909545898438],0.57389909,TJ06EPD,0.16462874
764,360,[1153.1453576493664 641.9227700023735 1422.268185062626 887.3904168355753],[1246.678466796875 798.57568359375 1331.9393310546875 841.32275390625],0.602704704,GJ06EFD,0.500530707
765,360,[1152.725112334065 644.2767405503291 1423.1193816848338 891.5197969027163],[1247.3358154296875 800.8178100585938 1333.7054443359375 845.8196411132812],0.631217659,GJ06EPD,0.178974271
766,360,[1151.8757857928056 645.5517919051764 1423.3414310359783 894.038926533509],[1247.206787109375 805.02392578125 1334.4210205078125 849.1825561523438],0.627765238,GJ06EPD,0.302039905
772,360,[1148.6172174423903 655.79703181868 1427.7557931364597 909.4216410051644],[1251.188720703125 817.1326904296875 1337.1578369140625 861.2464599609375],0.663154304,IJ06EPD,0.256616532
778,360,[1151.62012276693 666.9346153412762 1434.5117685945272 925.1574591087003],[1255.181396484375 835.7548828125 1341.7672119140625 874.1436767578125],0.558517635,GJ06EPD,0.266280314
779,360,[1152.3806799558665 670.0342583591213 1435.5143001536017 928.7555084293055],[1255.993896484375 838.8193359375 1343.542236328125 877.1965942382812],0.627213597,GJ06EPO,0.068226076
783,360,[1150.447465242949 680.0110323905596 1439.4050775612377 940.6291075587042],[1254.866455078125 846.85107421875 1343.9630126953125 889.9097900390625],0.652919531,CJ06EPQ,0.115885585
784,360,[1150.6791344794674 682.8144980535047 1440.6147771599167 943.6227424876557],[1252.167724609375 847.9903564453125 1343.52099609375 892.0338134765625],0.666288137,GJ06EPD,0.463954079
785,360,[1150.1206725429035 683.9794350762625 1440.4009365062946 946.2522163037847],[1253.7235107421875 853.8029174804688 1342.8863525390625 898.609375],0.638710022,GJ05EPD,0.339333331
786,360,[1148.6075767979762 685.681346889558 1438.8525323749107 948.8731602542425],[1253.7012939453125 855.6529541015625 1345.1337890625 900.2237548828125],0.620518625,GJ06EPO,0.162169565
787,360,[1149.3682156489792 687.4480614321262 1439.2294039253313 950.8571350675445],[1254.2623291015625 858.1408081054688 1345.402587890625 900.7512817382812],0.599205136,GJ06EPD,0.234140264
788,360,[1151.1092901365812 691.9874208700852 1441.1081199853518 955.2563345170933],[1256.7227783203125 862.8836059570312 1347.718505859375 902.6694946289062],0.635407865,GJ06EPO,0.166543441
789,360,[1149.9612388327453 695.0021524226587 1440.5466647899118 958.8739580042658],[1256.914794921875 865.73583984375 1347.9100341796875 908.1822509765625],0.662286818,GJ06EPO,0.12227857
791,360,[1148.1790944080014 697.9316445815145 1441.061785046095 964.1245711743227],[1255.510009765625 867.4231567382812 1345.2357177734375 911.3388061523438],0.649541736,GJ06EPO,0.387829494
793,360,[1147.5796273355281 704.0294317639207 1443.8389311111155 971.5265651079662],[1256.8714599609375 875.8078002929688 1345.8909912109375 919.0895385742188],0.623369932,OJ06EPD,0.377776425
797,360,[1150.007249889474 714.7146567893362 1447.6664943493258 983.8280165656752],[1259.873779296875 887.3170166015625 1349.380126953125 930.8296508789062],0.644323051,GJ06EFD,0.067097756
799,360,[1152.934187586175 719.3302534483195 1451.3562122721492 989.6225559612545],[1262.0662841796875 888.9548950195312 1352.4244384765625 935.4255981445312],0.675948858,GJ06EPD,0.120197524
801,360,[1151.824844098818 724.9961353928614 1452.9049211220379 997.40881119021],[1260.441650390625 900.2705078125 1355.2796630859375 945.1564331054688],0.645106614,GJ06EPD,0.280968386
801,728,[449.31529152755377 661.7017459410852 756.0431583589415 931.3260802385089],[554.0801391601562 837.9093017578125 647.092041015625 879.7752685546875],0.622015774,LM15ZZC,0.287993263
803,360,[1153.1087752830617 730.1473431939005 1454.735826481648 1002.6258470216967],[1262.06884765625 903.8811645507812 1355.4854736328125 946.6736450195312],0.482514888,GJ06EPD,0.447854482
805,360,[1153.2436314320994 734.9784267269865 1457.190494981171 1009.6758243230017],[1261.201904296875 911.24560546875 1356.7962646484375 954.6024169921875],0.631804407,OJ05EFD,0.117974701
806,360,[1154.077852122015 736.7336480164865 1460.8499858717 1013.1877778432495],[1259.5244140625 913.5621337890625 1350.1707763671875 956.9114379882812],0.66817981,GJ06EPD,0.192758806
807,360,[1154.9103491977903 738.789010287499 1464.4614971756223 1017.3338692219074],[1259.864501953125 916.3458862304688 1354.2509765625 962.0109252929688],0.654897332,GJ06EPD,0.128687499
810,360,[1150.1779039024161 745.2318233366111 1462.1385874131586 1028.3958394303554],[1258.4794921875 924.6580810546875 1360.91064453125 972.0084228515625],0.61683917,GJ06EPD,0.518085218
813,360,[1151.4271739807136 755.1269239660209 1465.9212704097608 1039.4921444879774],[1265.66748046875 937.420166015625 1357.3590087890625 980.7271728515625],0.634905517,GJ06EPD,0.287372391
816,360,[1151.893597362564 762.1282820682692 1466.726740549751 1047.5754919107426],[1265.537841796875 947.6729736328125 1361.010498046875 993.03369140625],0.624455214,GJ06EPD,0.713035013
817,360,[1150.8290519969403 763.3990787576593 1466.006430315081 1049.1919901550789],[1267.7496337890625 948.0516357421875 1361.019287109375 993.3966064453125],0.627707362,GJ06EPO,0.392006993
819,360,[1151.7102086643533 770.7668384645508 1466.8749330983817 1056.0079578152174],[1265.2152099609375 955.253173828125 1368.5001220703125 1002.301025390625],0.680022776,OJ06EPD,0.375807455
820,360,[1153.5252864736365 773.797114705249 1468.4110225310808 1059.1228013470393],[1266.70166015625 960.1873168945312 1366.6412353515625 1005.0895385742188],0.671666563,GJ06EPD,0.545095453
822,360,[1154.7618164020382 780.7394883437155 1471.5682889936033 1067.2748538752032],[1268.3251953125 964.75927734375 1367.59765625 1013.1148681640625],0.650174439,GJ06EPD,0.265000221
823,360,[1155.120786564891 782.5431279476016 1472.9308396807294 1069.7173407539779],[1265.77783203125 966.888671875 1369.4239501953125 1014.7562866210938],0.638025165,IJ06EAD,0.142616991
824,360,[1154.785570657025 785.3268075564253 1472.5455941518862 1072.418097146987],[1266.469970703125 971.3833618164062 1368.239990234375 1019.2171020507812],0.636120319,GJ06ERD,0.358786675
825,360,[1153.688348682791 787.256022181919 1472.782920739101 1073.1777591709122],[1269.8829345703125 979.7678833007812 1372.07861328125 1021.4049682617188],0.570550203,GJ06EPD,0.296315831
826,360,[1153.368901452101 788.4997251201598 1473.2520626503087 1073.5187311539532],[1270.5491943359375 978.4149169921875 1375.9080810546875 1023.371337890625],0.653098404,GJ06EPD,0.281485709
827,360,[1152.517665586158 791.3485606138364 1473.419760262763 1074.8018700879961],[1269.658935546875 982.86767578125 1372.2071533203125 1028.818359375],0.688943982,GJ06EPD,0.193082392
829,360,[1154.809161418396 797.7376118296696 1475.5209095465057 1075.6547096510621],[1273.9007568359375 989.1676635742188 1370.4991455078125 1037.234130859375],0.690813124,GJ06EPD,0.663152742
830,360,[1156.1415547966596 801.7438071403205 1475.6007999919082 1076.3239590609694],[1272.4031982421875 994.4681396484375 1372.4527587890625 1042.5933837890625],0.676922858,GJ06EPD,0.061224708
830,728,[387.4566408957876 732.0309157205944 726.7824008595817 1020.3985635019361],[507.6226501464844 915.7745361328125 602.3421630859375 961.705078125],0.675019324,LN15ZZC,0.528943295
831,728,[383.3887530189651 735.0355154091883 725.2205135764551 1024.7165987618748],[502.25921630859375 916.9081420898438 603.0120849609375 968.3234252929688],0.677285373,LN15ZZC,0.8166246
832,360,[1158.2748070900293 808.2502697338848 1478.512448081894 1077.0386525786016],[1270.074951171875 1002.5267944335938 1370.0648193359375 1048.431884765625],0.680345893,GJ06EPD,0.25965494
834,360,[1156.49553075024 813.0529322451058 1480.5129739692206 1076.2804930580128],[1273.494873046875 1006.8636474609375 1377.009033203125 1055.3433837890625],0.703965962,GJ06EPD,0.420730524
835,360,[1155.7430982977946 815.9674622108155 1481.1481021388888 1077.2588277866946],[1271.665283203125 1008.9794311523438 1378.442138671875 1057.0709228515625],0.701370358,GJ06EPD,0.333044326
836,360,[1156.228039486097 819.2287866463839 1484.3884957877774 1077.7064165602208],[1270.6552734375 1012.764404296875 1378.4498291015625 1065.062255859375],0.683544874,OJ06EPD,0.205027941
837,360,[1156.5341071484415 823.9706555140801 1485.3018885650915 1079.4394337743997],[1270.7772216796875 1017.3901977539062 1379.45068359375 1067.7855224609375],0.674794614,OJ06EPD,0.38746868
838,360,[1158.0835928160272 825.7359302989568 1486.588170574223 1078.3392319441284],[1271.428466796875 1019.8436279296875 1382.269775390625 1070.8822021484375],0.675078332,OJ06EPD,0.68670408
839,728,[367.6246622252778 755.6983585114853 716.0303675465094 1049.1153628193497],[489.1440124511719 945.0673828125 590.6812744140625 994.695556640625],0.668900013,LM15ZZC,0.342981075
840,360,[1156.188731009438 832.6683487175619 1486.9332681333058 1079.8225564722402],[1279.5201416015625 1032.7965087890625 1379.703369140625 1078.2030029296875],0.712696075,DJ06EPD,0.21076125
843,360,[1158.4927757837443 842.0465388945629 1492.7234653004068 1080.1694577929575],[1281.8162841796875 1042.806884765625 1386.1680908203125 1080.0],0.630151033,GJ06FPN,0.527927849
844,597,[1146.4638227747287 625.9102205659301 1439.3386913612608 853.7572004261813],[1254.87646484375 773.2073364257812 1333.49853515625 808.1321411132812],0.614839315,OA07CLZ,0.197691718
845,728,[345.03165646117395 770.7725819007101 703.19636130649 1067.2281758309653],[479.630859375 963.7355346679688 579.386962890625 1012.8123779296875],0.67647469,LM15ZZC,0.378592589
846,728,[339.66284775104464 775.2000200014951 701.9238114711018 1071.451296430236],[477.32733154296875 967.3134155273438 581.4359741210938 1020.3832397460938],0.658510387,LM15ZZC,0.838107881
848,728,[337.6173109152407 780.4431165593362 702.4862663139866 1075.041928720904],[474.5195617675781 975.09033203125 576.357421875 1025.7421875],0.67700088,LN15ZZC,0.735772069
849,728,[324.6739015481386 782.6859536233598 698.6906883587814 1076.3572104990403],[469.7230224609375 979.6047973632812 578.1597290039062 1031.7314453125],0.68868202,LN15ZZC,0.454103157
850,728,[313.82248826613863 784.8082867253407 698.281659461656 1076.6377950290118],[469.8966979980469 984.30419921875 575.3617553710938 1032.2340087890625],0.68237263,LN15ZZC,0.342454064
851,728,[308.8229506364308 787.365781334477 697.8733282594312 1077.3190662172879],[468.0296630859375 987.0833740234375 571.260498046875 1036.49658203125],0.696082592,LN15ZZC,0.647468097
851,597,[1146.4875636804638 638.1216273981379 1445.0960351242372 869.6630083811033],[1256.3243408203125 789.1728515625 1337.6173095703125 826.7653198242188],0.589008212,DA07CLI,0.311468597
852,728,[311.20657846750964 791.1144513759542 701.0805907255886 1078.4069401259535],[466.26434326171875 988.244384765625 571.1209716796875 1042.8695068359375],0.699495494,LN15ZZC,0.553073486
853,728,[315.69108815512976 793.2112856912422 703.1345305609836 1078.4895972312072],[466.36297607421875 992.8216552734375 570.1412963867188 1043.4024658203125],0.684090376,LN15ZZC,0.375910154
856,728,[310.4558719073435 803.3943581905007 699.8634669170639 1079.5648832797744],[460.323974609375 1006.41748046875 565.9634399414062 1055.9219970703125],0.706252694,LN15ZZC,0.191780785
857,728,[313.6887549096644 805.7598336665766 700.4632042198477 1079.8885763179878],[457.4914855957031 1008.8161010742188 564.3527221679688 1059.8372802734375],0.722873509,LN15ZZC,0.462872826
857,597,[1146.7880481898464 645.6799895219214 1451.3238367830777 884.8980114819127],[1260.65478515625 798.854248046875 1340.176025390625 838.3363647460938],0.643543124,DA07CLA,0.223528506
858,728,[314.2678664025135 808.1157815819439 698.7278761699995 1079.950427977502],[454.8686218261719 1010.4785766601562 562.45458984375 1063.503173828125],0.730642974,LN15ZZC,0.528676225
859,728,[316.916699530966 810.5313955948991 697.4553464121659 1079.844702306131],[453.6435241699219 1013.783447265625 560.4635620117188 1067.2952880859375],0.728909969,LN15ZZC,0.24756693
860,728,[319.0129345560566 814.8986621465383 696.4760611197951 1080.4322479788873],[451.81732177734375 1019.4926147460938 559.1004638671875 1072.4356689453125],0.726637125,LN15ZZC,0.245708383
860,597,[1146.6816148235428 651.4714534529185 1453.7110193385972 892.6754578298962],[1261.343017578125 808.5690307617188 1341.5963134765625 849.27978515625],0.616034687,DA07CLI,0.052814101
861,728,[315.3085858417923 818.9576332479173 692.6227527746494 1080.6903037229727],[448.59246826171875 1026.0799560546875 557.9031372070312 1076.7291259765625],0.723294139,LN15ZZC,0.533985355
862,597,[1147.0969517928636 655.6191846554697 1455.4920819865217 897.8543291121208],[1259.0672607421875 815.65576171875 1341.208740234375 850.9658203125],0.536764145,DA07CLZ,0.223059277
863,728,[314.53352906192345 825.7783484705983 689.2466732725827 1080.1494871114223],[449.1837158203125 1033.6741943359375 554.3325805664062 1080.0],0.758870721,LN15ZZC,0.268242738
864,597,[1147.4650191915136 660.4935118657535 1457.4250820066902 902.3227960636581],[1262.432861328125 821.7762451171875 1342.293212890625 855.567626953125],0.633161664,OA07CLX,0.280976639
867,597,[1147.1143970679295 666.9855925018637 1460.2333796503572 910.0446739396639],[1263.74267578125 823.5851440429688 1345.248779296875 862.1654663085938],0.630714357,DA07CLX,0.371316143
870,597,[1146.434905233772 671.8305527228954 1461.5667153484387 917.9592666398537],[1266.6258544921875 832.8842163085938 1346.31884765625 872.3135986328125],0.60987097,OA07CLX,0.46616213
872,597,[1147.5347422526545 674.5193946391723 1464.7842030935678 924.1178489064412],[1262.2362060546875 838.481689453125 1347.8504638671875 874.7501220703125],0.577454746,DA07CLZ,0.11989815
879,597,[1150.251791589405 687.8556159780161 1473.6043276672995 943.221491212351],[1270.597900390625 857.2265625 1358.6722412109375 896.5526733398438],0.615492105,OA07CLX,0.225841014
882,597,[1149.7685125947216 695.8685135365752 1474.1974710374423 952.332540873535],[1271.9920654296875 866.6619873046875 1357.6689453125 905.4671630859375],0.642378449,DA03CLI,0.173520015
890,1011,[1070.2599213988174 461.33672584105256 1356.1061077451336 736.2888136485183],[1172.5733642578125 659.15283203125 1250.14892578125 701.3895874023438],0.493375838,EI09VVS,0.209420354
894,597,[1152.3881898343202 724.3055511416533 1488.5322065758346 988.59265882981],[1281.8646240234375 895.8248901367188 1372.396728515625 942.5078125],0.661933661,DA07CLX,0.57317711
897,597,[1154.564081943353 732.2798440908257 1493.6242620101316 998.7470756063351],[1282.3382568359375 909.3700561523438 1374.1964111328125 950.3146362304688],0.679285586,DA03CLX,0.144545529
900,597,[1155.9380887741506 739.5162214279519 1497.5893853830814 1007.9852524520068],[1284.303955078125 914.3707275390625 1376.4517822265625 959.04443359375],0.698387325,DA07CLI,0.304479896
911,597,[1163.295159944604 767.5333015984371 1520.4356008940147 1046.731671951406],[1294.5908203125 951.601318359375 1390.2666015625 994.5391845703125],0.649726629,MA01CLX,0.134502201
916,1048,[1061.9907328610163 484.26660881207954 1358.503587452634 789.2795650871894],[1163.51806640625 703.004150390625 1245.151611328125 743.000244140625],0.610730231,EY06YOG,0.13770883
920,597,[1170.4650478082028 793.5732772453779 1528.6053328590222 1071.366847766459],[1304.751220703125 983.2855224609375 1407.42138671875 1030.8775634765625],0.714892924,DA07CLA,0.143601906
922,1030,[1060.793093329335 491.0305152351685 1363.9913546893486 805.1953051159569],[1162.2652587890625 717.586669921875 1246.4600830078125 754.6829223632812],0.561145365,EY06VUS,0.031203307
927,1030,[1057.6732587540528 497.81031856425335 1371.8751156784447 816.3017783265288],[1159.015625 727.2218627929688 1239.4844970703125 765.4473266601562],0.642822564,EV06YMS,0.050459995
929,597,[1180.1120025251892 816.8242064029823 1546.1278408211986 1074.44648640892],[1316.6002197265625 1011.8014526367188 1417.777587890625 1059.431884765625],0.726416707,DA07CLX,0.296545442
930,1030,[1055.3064619737597 501.8340987925061 1371.7781247354847 826.6973355135091],[1161.2996826171875 735.2085571289062 1244.2265625 776.9752807617188],0.593475699,LX06YWS,0.118900929
932,1030,[1053.0683180326012 503.45700416003143 1368.6633010983794 831.8219521985743],[1155.3402099609375 734.39013671875 1243.8013916015625 777.1967163085938],0.596280694,AR09WOS,0.074303497
933,1030,[1052.0081314167076 505.40129660439 1364.9326442867402 834.7382780652829],[1159.67529296875 741.3314208984375 1243.149169921875 778.377685546875],0.625380039,EY09VYS,0.146456452
934,1030,[1052.7881445471114 506.0070610049379 1365.8739704180496 836.2267729535126],[1158.3067626953125 741.0216064453125 1242.607177734375 778.2996826171875],0.596473038,EY09YWS,0.064589213
941,1030,[1054.448674060703 511.8321516962789 1369.664837347605 848.8648013118907],[1153.6658935546875 752.3353271484375 1241.3924560546875 797.9981689453125],0.675111115,EY09WOS,0.073683568
942,1030,[1053.8073253006642 511.31359507025695 1370.908978793223 851.1449433572263],[1154.8206787109375 756.411865234375 1244.604248046875 801.0568237304688],0.662270546,VY09TDS,0.024318592
943,1030,[1052.791125557663 511.43173408845905 1371.0153422441265 853.8802227317024],[1155.328125 758.7546997070312 1244.1943359375 801.3173828125],0.652572989,EX06VVS,0.03730797
944,1030,[1051.3578368844835 514.0631539302234 1369.4465044010292 856.8173433210767],[1155.85009765625 761.817138671875 1241.511962890625 801.47998046875],0.631539464,EV09WOS,0.056484276
955,1030,[1048.0929176020356 528.9431217345914 1370.5084644291699 888.1239616755677],[1155.2222900390625 788.353515625 1243.39697265625 826.843017578125],0.636926949,EY06WOS,0.169744335
956,1030,[1046.6279060366112 532.5889843776602 1369.8045072457642 891.8934247065063],[1157.173828125 790.0929565429688 1244.385498046875 829.5452270507812],0.669629395,EV06TUG,0.175079709
968,1107,[1036.9374871878229 570.6765376190101 1375.5666249968797 926.1946630535174],[1160.461669921875 817.189453125 1245.8056640625 861.9188232421875],0.726714551,EY09YVS,0.167708416
975,1030,[1035.059112175611 568.8265805719604 1378.2131231662188 948.6342247384785],[1157.6729736328125 840.4595947265625 1250.2071533203125 883.6944580078125],0.695300996,EY06WIS,0.065780902
976,1030,[1033.2095204479847 567.194995041099 1377.718712248694 948.8417461559638],[1157.9136962890625 840.5114135742188 1250.4332275390625 884.7046508789062],0.698904276,EY06VMI,0.096782278
985,1030,[1031.798949319736 601.3459112865927 1393.8662879139215 983.7787902074491],[1165.436767578125 870.6700439453125 1261.2393798828125 916.2807006835938],0.687805295,EV06WDS,0.1710692
987,1030,[1035.3879079165126 610.9902296841186 1392.1524063555362 991.2351061517953],[1165.0343017578125 876.0144653320312 1261.219970703125 919.5551147460938],0.665339351,EY06MIS,0.073953342
988,1030,[1038.6710843186752 615.3802327480074 1396.3223518924888 994.8076596948141],[1170.4595947265625 878.2194213867188 1264.08056640625 921.5564575195312],0.633246183,EY06WOS,0.378700387
990,1030,[1039.4503937631982 624.2051587962479 1400.8237741049522 1000.9335500475701],[1171.7821044921875 887.04443359375 1264.662353515625 931.5013427734375],0.695798278,EV09VOS,0.039853277
993,1030,[1036.50912257034 622.2632350681206 1401.891682282307 1005.8658245755487],[1169.692138671875 895.4551391601562 1267.833740234375 940.2863159179688],0.713714182,ET09VOS,0.033758946
1002,1030,[1045.5798323240488 625.6286667878522 1421.6275102704803 1043.872523368814],[1182.1595458984375 925.5977783203125 1281.619873046875 971.8809814453125],0.663392961,EY09VOB,0.016646837
1004,1030,[1050.339385941202 631.1422263983964 1430.2340429219273 1049.505002304393],[1183.6656494140625 933.0750732421875 1284.910888671875 981.0642700195312],0.732999921,EY09VMS,0.292303245
1006,1030,[1052.058430148132 653.8361539159274 1434.3762233564514 1059.2618507937686],[1186.6531982421875 939.5453491210938 1286.1845703125 987.2000122070312],0.7195189,EY09VVS,0.208005301
1010,1030,[1050.213434550033 674.9584967663675 1438.3688662473019 1070.772028309415],[1187.2039794921875 955.9921875 1290.024658203125 1002.5035400390625],0.706179023,EY06WCS,0.243636838
1012,1030,[1054.33209171203 678.2750989952365 1444.6111205850502 1074.072090176261],[1193.614501953125 959.5233764648438 1293.269287109375 1005.8208618164062],0.716141224,EY06VWS,0.10973852
1014,1030,[1056.1584691682892 679.3367376703997 1446.607827472008 1075.326411693889],[1194.5428466796875 972.0020141601562 1297.146728515625 1017.7999877929688],0.678253591,EY09VIS,0.116985731
1020,1030,[1062.0095667257217 660.6969003418648 1459.2155373421458 1071.8509045519074],[1197.9149169921875 995.7339477539062 1309.7081298828125 1042.9669189453125],0.704218805,EY09YOS,0.257115789
1023,1030,[1065.4998879201291 670.3391519291206 1465.8501694273962 1076.5374158427921],[1205.1812744140625 1007.0421752929688 1310.2750244140625 1055.11962890625],0.743014336,EY06WOS,0.110359969
1025,1030,[1065.638292592961 692.2573759375862 1470.0736709134794 1080.6945112168046],[1206.5157470703125 1010.4715576171875 1311.0059814453125 1061.7685546875],0.742479384,EY06VDS,0.128747567
1030,1030,[1067.9276773928914 718.4613869479961 1481.6127136226382 1084.797129275278],[1211.2548828125 1031.520263671875 1319.4632568359375 1080.0],0.732413888,EV06MMS,0.052952201
1031,1030,[1065.8948416761546 727.4429652850338 1482.3927727198884 1083.5316639189289],[1213.351806640625 1038.24462890625 1321.74951171875 1080.0],0.713234663,EY05VOS,0.20764224
1107,1019,[1058.3347615500343 568.4961030599472 1403.4426886454366 901.0551436794931],[1189.4805908203125 804.68359375 1267.390869140625 844.0067749023438],0.263030589,BP63LYK,0.214119418
1108,1019,[1059.4509098885846 567.4696761283967 1408.6005198819707 902.0575257083242],[1190.0926513671875 804.0521850585938 1274.0941162109375 846.0858764648438],0.335731298,BP63LYH,0.346474084
1109,1019,[1057.3232392686302 570.1406233414457 1409.569923211305 905.8612030930908],[1188.543212890625 803.7866821289062 1264.9029541015625 846.5370483398438],0.455181837,BP53LYC,0.53601754
1111,1019,[1058.9082281932533 574.9447356373341 1417.8392788150927 911.0461098774715],[1187.77001953125 813.803466796875 1273.4652099609375 850.902099609375],0.290885359,BP63LYH,0.27886075
1114,1019,[1057.621722616807 579.9013969279029 1422.908344321907 920.1729845704683],[1190.801025390625 817.7444458007812 1280.35546875 857.8694458007812],0.577790916,BP63LYH,0.662093695
1115,1019,[1056.6404607214376 581.9971276646668 1425.1805089784202 923.5583344784895],[1194.440185546875 824.7142333984375 1275.1666259765625 861.44189453125],0.557781458,BP63LYH,0.292536501
1118,1019,[1057.4506635103119 588.175525863832 1428.1155751679896 933.4630581470003],[1195.30908203125 825.7635498046875 1288.9913330078125 872.70849609375],0.657133341,BP63LYH,0.750514241
1119,1019,[1056.6271859462654 590.9928090570929 1429.4244817638287 936.0532433947603],[1196.876708984375 830.2390747070312 1288.6728515625 875.0484619140625],0.605303109,BP63LYH,0.203976869
1120,1019,[1057.887597922019 593.7081229617063 1431.5725282841456 938.8090217735432],[1197.138427734375 831.0140991210938 1288.6417236328125 877.1006469726562],0.585879803,BP63LYH,0.743145681
1121,1019,[1057.3867881087494 595.7048345537269 1430.4539321096213 940.910560477299],[1196.991943359375 839.0765991210938 1291.9931640625 879.3294067382812],0.545543969,BP63LYH,0.358702503
1123,1019,[1059.8426413795498 598.9368501085767 1432.9864555926395 944.6635927138841],[1197.2900390625 841.4208984375 1292.6759033203125 883.4628295898438],0.613752961,BP63LYX,0.419475947
1124,1019,[1063.2216669106292 600.7906576221097 1437.0511530803574 946.9775721340601],[1200.7860107421875 846.2528686523438 1294.150634765625 888.9728393554688],0.655220032,BP63LYH,0.786619465
1125,1019,[1064.9829617992032 602.8817047032592 1437.6942238999027 949.920477183276],[1200.2515869140625 849.5388793945312 1296.0673828125 893.0399780273438],0.65454042,BP63LYH,0.573752132
1127,1019,[1063.543295256739 605.5170765544958 1439.060771816734 954.645832425218],[1200.69580078125 850.912353515625 1299.6279296875 897.6229248046875],0.678383946,BP63LYK,0.249552537
1128,1019,[1063.9705400959763 607.9605559273898 1440.9298569026912 958.5993364271139],[1201.7369384765625 854.9176025390625 1297.9818115234375 899.451416015625],0.599435508,BP63LYH,0.738188195
1129,1019,[1066.2187667049757 608.7241242061447 1443.5538481578892 961.7624348139597],[1201.3656005859375 857.3156127929688 1299.0615234375 901.990234375],0.619491279,BP63LYH,0.327552805
1131,1019,[1068.7941177352598 612.6650880008136 1444.9034418715444 969.7496817413297],[1203.478759765625 864.6968994140625 1298.71923828125 909.2698974609375],0.686029971,BP63LYA,0.585978589
1132,1019,[1067.36656075991 613.9101277358574 1443.8401570518595 972.4809513801926],[1204.3228759765625 866.4841918945312 1303.6092529296875 911.4893188476562],0.712465346,BP63LYH,0.317407286
1134,1019,[1069.6242615613678 616.247410341748 1449.0226946075436 978.2387532630912],[1206.5618896484375 874.3370361328125 1308.661865234375 921.498046875],0.675398588,BP63LTH,0.457029805
1135,1019,[1070.4776164613074 617.3389635309651 1452.1569609427072 980.2639283483683],[1207.2513427734375 874.8375244140625 1310.269775390625 921.7257080078125],0.675415158,BP63LYH,0.536301314
1136,1019,[1070.4509471371318 620.5593534486844 1451.8501435778442 984.0946795820518],[1205.5089111328125 876.183837890625 1311.1539306640625 923.8502197265625],0.653735697,BP63LYH,0.709932585
1138,1019,[1068.7441887558782 626.2702766924322 1449.3271746740045 991.2245926853564],[1206.3343505859375 883.9667358398438 1312.34765625 930.8563842773438],0.650329113,BP63LYH,0.24119202
1139,1019,[1070.5236298520404 627.8366848098128 1450.2108288690124 994.2872982097344],[1209.696533203125 887.691650390625 1312.8116455078125 932.3763427734375],0.676366568,BP63LYH,0.67286824
1140,1019,[1073.6179836790106 629.9162943903416 1452.520341665244 996.5801033164687],[1207.402587890625 888.3916625976562 1312.08740234375 934.6203002929688],0.700278044,BP63LYH,0.485111132
1141,1019,[1076.4456752784452 632.9850232708455 1457.703943325089 999.3228666691924],[1209.4281005859375 891.17724609375 1312.95263671875 939.9547119140625],0.690977395,BP63LYH,0.405081152
1142,1019,[1077.5965271725838 636.2589962933694 1461.8809123404992 1002.8298526069525],[1213.2967529296875 895.8579711914062 1314.8529052734375 943.7197265625],0.660858274,BP63LTH,0.570032009
1143,1019,[1078.9075387773669 639.6172397529843 1465.311738995239 1007.4293787929961],[1214.7564697265625 899.668212890625 1319.37451171875 946.5419311523438],0.661755264,BP63LYH,0.391426152
1144,1019,[1079.2619490693842 641.6138977219873 1467.2124046039648 1010.8062999144722],[1215.3717041015625 901.0258178710938 1320.8931884765625 948.2959594726562],0.674853265,BP63LYH,0.376129123
1146,1019,[1077.2867602589502 648.3783699682306 1468.630400033291 1022.8251663675212],[1218.506591796875 907.2545166015625 1323.2696533203125 954.7857666015625],0.685905397,BP63LYH,0.455651312
1147,1019,[1077.3515805030486 650.3199351302949 1469.6360478447998 1026.897526139847],[1221.1527099609375 911.6976928710938 1319.6806640625 957.26806640625],0.678127468,BP63LYK,0.489732545
1149,1019,[1078.0696773337763 652.9082701745349 1472.0523129888556 1031.2433728255207],[1220.6409912109375 915.7128295898438 1324.1824951171875 964.4152221679688],0.686172605,BP63LYH,0.843832737
1152,1019,[1075.63003982021 659.1159692496146 1474.92065698369 1038.0542322776862],[1223.416015625 923.0308227539062 1332.0330810546875 974.1998291015625],0.657358289,BP63LYH,0.591073708
1153,1019,[1077.1141711467142 660.9125564592164 1476.881132208133 1040.1978634293218],[1224.7625732421875 926.147705078125 1332.0902099609375 975.9791259765625],0.700216055,BP63LYH,0.750696175
1154,1019,[1074.6930098742541 662.3824114420376 1475.5485874783153 1043.067789652343],[1227.153076171875 931.6966552734375 1331.6507568359375 981.3021240234375],0.696686387,BP63LYH,0.309728533
